user_id,experienced,group,patient_id,transform_type,task_id,task_index,duration_seconds,a_vertebralis_r_rel,a_vertebralis_r_abs_5,a_vertebralis_l_rel,a_vertebralis_l_abs_5,a_carotisexterna_r_rel,a_carotisexterna_r_abs_5,a_carotisexterna_l_rel,a_carotisexterna_l_abs_5,lymph_node_abs,lymph_node_tre_linear,lymph_node_tre_nonlinear,recurrence,slider_total_distance_mm,slider_usage_count,pan_total_distance_px,pan_usage_count,zoom_total_distance_px,zoom_usage_count,window_level_total_distance_px,window_level_usage_count,drag_scroll_total_distance_px,drag_scroll_usage_count,wheel_scroll_distance_c,double_click_Red1_count,double_click_Red2_count,double_click_Green1_count,double_click_Green2_count,double_click_Yellow1_count,double_click_Yellow2_count,synchronised_count,arrow_key_Red1_count,arrow_key_Red2_count,arrow_key_Green1_count,arrow_key_Green2_count,arrow_key_Yellow1_count,arrow_key_Yellow2_count
rad_3,False,2,CSSdmYlgjew,TransformType.NONE,a_carotisexterna_l,task_idx_0060,34.08,,,,,,,1.5128230627576995,True,,,,,0.0,0.0,196.00485425454477,8.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_vertebralis_r,task_idx_0069,109.652,17.34227310093055,False,,,,,,,,,,,234.2,72.0,1161.131830617459,12.0,585.9667974816974,36.0,0.0,0.0,0.0,0.0,680.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_vertebralis_l,task_idx_0070,89.476,,,0.8415774033410727,True,,,,,,,,,0.0,0.0,310.6956909412863,9.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_carotisexterna_r,task_idx_0071,34.163,,,,,1.190135859688394,True,,,,,,,92.8,12.0,2113.882639530424,66.0,65.74666356412826,11.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_carotisexterna_l,task_idx_0072,35.095,,,,,,,0.9148984110662192,True,,,,,0.0,0.0,435.5196236841104,22.0,219.8525243733885,13.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_vertebralis_r,task_idx_0087,117.853,1.0157187702928183,True,,,,,,,,,,,0.0,0.0,824.755109384127,38.0,917.1599042716904,54.0,0.0,0.0,0.0,0.0,629.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_vertebralis_l,task_idx_0088,63.261,,,8.929961070725751,False,,,,,,,,,0.0,0.0,439.1816580264238,13.0,55.0,8.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_carotisexterna_r,task_idx_0089,37.713,,,,,15.848151665158602,False,,,,,,,18.90000000000001,5.0,217.09008989367328,12.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_carotisexterna_l,task_idx_0090,24.465,,,,,,,2.2159501855960744,True,,,,,0.0,0.0,112.66645770289986,6.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_vertebralis_r,task_idx_0129,143.717,4.9916970707834905,True,,,,,,,,,,,0.0,0.0,557.4408102105533,23.0,45.06659275674582,5.0,0.0,0.0,0.0,0.0,992.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_vertebralis_l,task_idx_0130,121.312,,,16.070841933028507,False,,,,,,,,,0.0,0.0,121.53506717439376,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_carotisexterna_r,task_idx_0131,19.945,,,,,1.5005990423542277,True,,,,,,,0.0,0.0,91.03818413491062,6.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
