,user_id,experienced,group,patient_id,transform_type,task_id,task_index,duration_seconds,bifurcation_error,abs,recurrence_confusion,recurrence_abs,tre,dsc,slider_total_distance_mm,slider_usage_count,pan_total_distance_px,pan_usage_count,zoom_total_distance_px,zoom_usage_count,window_level_total_distance_px,window_level_usage_count,drag_scroll_total_distance_px,drag_scroll_usage_count,wheel_scroll_distance_c,double_click_Red1_count,double_click_Red2_count,double_click_Green1_count,double_click_Green2_count,double_click_Yellow1_count,double_click_Yellow2_count,synchronised_count,synchronised_duration_seconds,arrow_key_Red1_count,arrow_key_Red2_count,arrow_key_Green1_count,arrow_key_Green2_count,arrow_key_Yellow1_count,arrow_key_Yellow2_count,pan_total_distance_px__z,pan_usage_count__z,zoom_total_distance_px__z,zoom_usage_count__z,slider_total_distance_mm__z,slider_usage_count__z,drag_scroll_total_distance_px__z,drag_scroll_usage_count__z,wheel_scroll_distance_c__z
20,rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_carotisexterna_r,task_idx_0065,25.292,2.234520341259714,True,,,6.18,0.746992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.408,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.18886387317442915
21,rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_carotisexterna_l,task_idx_0066,43.591,2.531168005496869,True,,,2.23,0.746992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,6.942,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.27002851288575414
22,rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,lymph_node,task_idx_0067,15.531,,True,,,2.22,0.746992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.272,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.5634699026113135
23,rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,recurrence,task_idx_0068,284.749,,,tn,True,,0.746992,0.0,0.0,4838.320250195883,137.0,1841.595093506169,61.0,0.0,0.0,436.5381886430779,83.0,267.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,230.951,0.0,0.0,0.0,0.0,0.0,0.0,3.303958784015247,3.329269621246434,2.185918294641385,1.481207858883454,0.0,0.0,-0.06970370376913503,0.35814004105990116,1.9370253438798892
24,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0069,21.635,2.900215824132668,True,,,1.07,0.868332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.538,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4243099071346614,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.38458784186606676
25,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0070,46.224,3.220622161083795,True,,,23.68,0.868332,0.0,0.0,273.0883135514967,10.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,16.887,0.0,0.0,0.0,0.0,0.0,0.0,-0.2830858943997121,-0.2121549535673307,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.1064201973382815
26,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0071,31.517,2.3832203370411897,True,,,2.13,0.868332,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.446,0.0,0.0,0.0,0.0,0.0,0.0,-0.45810612284266344,-0.40073713451606907,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.13803015694371162
27,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0072,18.637,0.7084047586003666,True,,,1.18,0.868332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.882,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4478826797532537,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.38458784186606676
28,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,lymph_node,task_idx_0073,15.834,,True,,,1.25,0.868332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4478826797532537,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.38458784186606676
29,rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,recurrence,task_idx_0074,106.847,,,fp,False,,0.868332,0.0,0.0,5048.345825818172,126.0,1923.8618579492609,82.0,3370.8795596392424,177.0,3818.9142306606113,260.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,25.093,0.0,0.0,0.0,0.0,0.0,0.0,2.7885883343159277,2.5222866701893762,1.7347884122729653,1.6595578306989276,-0.11867816581938535,-0.1186781658193853,1.993101568857314,2.1650076986269933,-0.11274218925936752
30,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_vertebralis_r,task_idx_0075,30.159,11.30519278308173,False,,,9.66,0.541002,0.0,0.0,427.154538779585,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.13400132161754547,-0.3963233696026724,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.1389164025828446
31,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_vertebralis_l,task_idx_0076,40.782,20.51255032896524,False,,,15.96,0.541002,0.0,0.0,363.7925232876564,2.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.216,0.0,0.0,0.0,0.0,0.0,0.0,-0.18338420490165508,-0.3963233696026724,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.5041572812838068
32,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_carotisexterna_r,task_idx_0077,72.711,2.7719042283465614,True,,,3.46,0.541002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.549,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.5790784871711837
33,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_carotisexterna_l,task_idx_0078,16.706,6.514066642425788,False,,,7.07,0.541002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.388,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.4239203547200732,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.5634699026113135
34,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,lymph_node,task_idx_0079,24.485,,True,,,1.69,0.541002,0.0,0.0,264.70549673174526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.641,0.0,0.0,0.0,0.0,0.0,0.0,-0.26061033209142787,-0.3963233696026724,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.38553203862879337
35,rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,recurrence,task_idx_0080,108.331,,,fp,False,,0.541002,0.0,0.0,3791.369075502193,144.0,2724.845925704841,124.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.978,0.0,0.0,0.0,0.0,0.0,0.0,2.487989354023772,3.5224485170682396,3.428435186236032,3.454991304211112,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.9911451195517564
36,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_vertebralis_r,task_idx_0081,43.201,7.602413080203407,False,,,8.41,0.733705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.374,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.09209064890323408
37,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_vertebralis_l,task_idx_0082,30.71,3.514110577042672,True,,,13.27,0.733705,0.0,0.0,356.0589838776716,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.428,0.0,0.0,0.0,0.0,0.0,0.0,-0.1894115459054303,-0.3963233696026724,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,0.14828155331876672
38,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_carotisexterna_r,task_idx_0083,18.786,2.5438480201272,True,,,2.03,0.733705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.759,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.4239203547200732,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.5634699026113135
39,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_carotisexterna_l,task_idx_0084,17.073,3.675634174008047,True,,,5.75,0.733705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.962,0.0,0.0,0.0,0.0,0.0,0.0,-0.46691564842769895,-0.451517339837474,-0.40475349160895935,-0.4299157945290401,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.5634699026113135
40,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,lymph_node,task_idx_0085,26.306,,True,,,17.51,0.733705,0.0,0.0,212.2557498316788,9.0,357.3114852751259,17.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.30148844667376806,-0.2031444737808669,0.09789597084323484,0.10269243674985172,0.0,0.0,-0.3811298933926365,-0.44045879676620686,-0.4136274908365597
41,rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,recurrence,task_idx_0086,230.084,,,fn,False,,0.733705,0.0,0.0,5338.970105648651,161.0,3749.1213314589327,156.0,3901.038688795441,207.0,4821.4825756608025,331.0,407.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,142.564,0.0,0.0,0.0,0.0,0.0,0.0,3.694153653703062,3.991597264064053,4.869339000757603,4.457547974853732,0.0,0.0,3.058514073476512,2.7443148817933327,3.2481464469089842
42,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0087,43.003,0.3313427703823032,True,,,0.39,0.865088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,9.046,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4243099071346614,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,0.20967939871601993
43,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0088,24.298,3.413378039367916,True,,,3.3,0.865088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.442,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4478826797532537,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.1759621084702278
44,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0089,27.735,1.779134945144581,True,,,2.25,0.865088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.745,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4478826797532537,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.23286003576000205
45,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0090,21.712,6.076394103166584,False,,,2.02,0.865088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.428,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4478826797532537,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.3024019468919484
46,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,lymph_node,task_idx_0091,25.517,,True,,,1.52,0.865088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.582,0.0,0.0,0.0,0.0,0.0,0.0,-0.45874937071376254,-0.4243099071346614,-0.38601297052238326,-0.40014984902494644,-0.11867816581938535,-0.1186781658193853,-0.3659592128168157,-0.3775860352686978,-0.3276899145762925
47,rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,recurrence,task_idx_0092,379.72,,,fp,False,,0.865088,0.0,0.0,5781.597140899679,158.0,4081.805391520363,211.0,1.0,2.0,2452.467002678513,225.0,642.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,274.095,0.0,0.0,0.0,0.0,0.0,0.0,3.2602506817227406,3.2766153939843297,4.113633655803218,4.899829668313315,-0.11867816581938535,-0.1186781658193853,1.1490050872240312,1.8227354652179582,3.674130971471163
